人气排序,小说名称,作者,小说类型,总点击数,会员周点击数,总字数,评论数,评分,小说性质,写作进程,授权状态,更新时间
756,重生之大文学家,大江入海,职场小说,223774,112,771609,2709,9,VIP作品,已经完本,Ａ级,2016/6/14 23:11
757,死神之草鹿区的剑客,天南的小裤裤,二次元小说,412446,51,786456,1930,10,公众作品,精彩纷呈,签约作品,2015/10/28 21:24
758,天麻之无限能力者,第三个穿越者,二次元小说,60228,1,162160,436,10,VIP作品,已经完本,专属作品,2015/7/29 21:42
759,民国二三事,非色天空,历史小说,158428,181,713678,865,10,VIP作品,新书上传,专属作品,2015/10/12 20:17
760,虚拟神格,神圣萝卜,玄幻小说,504073,121,2112438,5160,9.6,公众作品,情节展开,Ａ级签约,2016/10/21 23:46
761,英雄联盟之王者军团,千万度,游戏小说,380314,15,2292358,2383,9.4,公众作品,已经完本,Ａ级签约,2015/12/31 4:01
762,九星天辰诀,发飙的蜗牛,玄幻小说,14714511,95,3058511,35873,9.5,公众作品,新书上传,Ａ级签约,2014/9/2 11:01
763,他从末世来,竹茶,都市小说,1566088,3293,5990356,7209,8.6,公众作品,已经完本,Ａ级签约,2016/7/10 11:21
764,死神之宇智波斑,流年醉红颜,二次元小说,234660,43,491580,1310,8.6,VIP作品,已经完本,专属作品,2016/7/23 20:05
765,火影之祸害,紫蓝色的猪,二次元小说,410012,1035,1127499,8327,9.8,公众作品,新书上传,Ａ级签约,2016/10/22 15:37
766,重生之超级战舰,彩虹之门,科幻小说,2339135,340,3296768,22241,9.6,公众作品,已经完本,Ａ级签约,2015/8/4 8:31
767,霸剑神尊,君无雪,玄幻小说,628487,30,2199664,2975,10,公众作品,已经完本,Ａ级签约,2016/4/11 2:30
768,铸圣庭,邪影,游戏小说,2730319,44,5575755,23976,9.8,公众作品,已经完本,Ａ级签约,2015/11/15 6:24
769,都市虫皇,梦狂风,都市小说,1090496,70,1783781,7224,9.3,公众作品,已经完本,Ａ级签约,2015/10/2 20:55
770,最强反恐精英,灰烬散落,科幻小说,330937,134,2897555,1962,9.4,公众作品,新书上传,Ａ级签约,2016/10/23 2:05
771,韩娱之魔女孝渊,九翅,都市小说,205822,155,1862825,3394,10,公众作品,新书上传,Ａ级签约,2016/10/22 23:45
772,修神外传,小段探花,仙侠小说,3288612,1164,15944275,58818,9.7,公众作品,已经完本,Ａ级签约,2016/10/8 12:05
773,母巢临世,竹上猪猪,玄幻小说,492203,29,567854,3873,10,公众作品,新书上传,Ａ级签约,2016/1/2 14:16
774,亡灵祷文,书道难,游戏小说,172509,12,1689403,946,9.8,公众作品,新书上传,Ａ级签约,2015/12/11 21:33
775,次元旅行家,萌萌哒的扬羽,二次元小说,80301,12,278702,682,9.1,VIP作品,新书上传,专属作品,2016/6/17 22:04
776,逐渐崩坏的宠物小精灵,黑X白,二次元小说,93189,101,776403,819,10,VIP作品,新书上传,专属作品,2016/10/23 2:20
777,混在三国当仙师,爱吃小糖人,历史小说,350537,49,1315603,1669,9.8,公众作品,已经完本,Ａ级签约,2015/6/30 18:52
778,无间之旅,一念乱天机,玄幻小说,162858,57,2510322,3976,9.9,公众作品,已经完本,Ａ级签约,2016/4/3 16:00
779,都市修真庄园主,左岸云天,仙侠小说,245433,74,1883461,11103,9.8,公众作品,已经完本,Ａ级签约,2015/11/29 20:01
780,旅法师流浪记,千山九天,玄幻小说,81342,88,655322,1445,10,公众作品,新书上传,Ａ级签约,2016/10/22 22:34
781,大上海1909,最后的烟屁股,历史小说,384865,91,2558042,2116,9.5,公众作品,已经完本,Ａ级签约,2015/12/24 16:27
782,西游之旷世妖僧,剑侠一笑天,仙侠小说,469515,34,380073,1268,9.7,公众作品,新书上传,Ａ级签约,2016/5/23 11:18
783,吞噬星空之武祖传说,独孤酒戒,二次元小说,161981,65,880609,1563,9,公众作品,已经完本,签约作品,2016/5/13 17:16
784,左道旁门,velver,都市小说,4588670,100,10127727,9351,8.9,公众作品,已经完本,Ａ级签约,2015/3/31 20:31
785,轮回在三千世界,迦太基的失落,仙侠小说,442056,109,2465290,9197,9.6,公众作品,已经完本,Ａ级签约,2016/7/2 14:16
786,我家的太阳花,不会停的流星雨,二次元小说,555340,25,955566,2492,9.9,VIP作品,已经完本,专属作品,2015/9/27 13:28
787,海贼王之星海传奇,海贼fans,二次元小说,284365,26,527987,1899,10,VIP作品,新书上传,专属作品,2015/10/9 0:08
788,谁都别惹我,张小花,都市小说,103665,92,974598,921,9.5,公众作品,已经完本,签约作品,2015/4/1 6:12
789,娱乐韩娱,左岸浅行,都市小说,307104,290,3743635,2788,10,公众作品,连载中,Ａ级签约,2016/10/23 17:30
790,仙途凡路,雁过随风,仙侠小说,221964,22,2466454,532,9.6,公众作品,连载中,签约作品,2016/5/8 19:12
791,明朝伪君子,贼眉鼠眼,历史小说,4333751,131,2271231,26361,9.7,公众作品,已经完本,Ａ级签约,2014/10/5 8:00
792,超能科技帝国,魔力的火焰,都市小说,248043,75,617150,781,10,公众作品,新书上传,Ａ级签约,2016/10/4 23:38
793,火影之辰龙,明镜亦非台.QD,二次元小说,240447,7,506520,1959,0,VIP作品,新书上传,专属作品,2015/11/19 16:33
794,神奇宝贝的零,小丑脸杰克,二次元小说,159856,15,700482,1341,0,VIP作品,连载中,专属作品,2016/9/30 19:02
795,萝莉的魔兽世界,旋转的点点,游戏小说,399019,25,1362998,4487,10,公众作品,情节展开,Ａ级签约,2016/9/21 15:42
796,一本好看的神奇宝贝同人,爱武小兵,二次元小说,1023677,66,1105594,2821,9.7,VIP作品,精彩纷呈,专属作品,2016/9/25 11:25
797,重生之娱乐风暴,葆星,都市小说,821604,479,3808401,9493,9.1,公众作品,已经完本,Ａ级签约,2016/9/12 14:21
798,武侠世界历险记,喝酒烫头,武侠小说,271388,457,783300,1276,8.4,公众作品,连载中,Ａ级签约,2016/10/22 6:00
799,武侠世界抽奖系统,不死奸臣,都市小说,599308,203,2538349,7727,9.8,公众作品,新书上传,Ａ级签约,2016/10/20 23:55
800,王牌,虾写,都市小说,1556976,319,2587628,16570,9.8,公众作品,已经完本,Ａ级签约,2014/11/17 14:56
801,脑装,青莲座下的油灯,科幻小说,161862,5,623008,606,10,公众作品,已经完本,Ａ级签约,2015/6/9 12:37
802,巫界术士,文抄公,奇幻小说,1286345,657,3650417,43453,8.1,公众作品,已经完本,Ａ级签约,2016/4/17 15:15
803,某伪宅少年的旅途,灵魂驱动型,二次元小说,48722,2,276416,480,10,VIP作品,情节展开,专属作品,2016/4/1 14:23
804,韩娱之制作人大亨,宅在家的男人,都市小说,462495,507,2345857,2327,5.7,VIP作品,情节展开,Ａ级,2016/10/21 1:00
805,最强熊爸,笔下祗喧闹,奇幻小说,451088,144,1679139,2420,9.6,公众作品,新书上传,Ａ级签约,2016/9/24 22:12
806,东方无言说,诡道荒行,二次元小说,86816,13,526611,1490,10,VIP作品,情节展开,驻站作品,2015/1/17 22:06
807,主角的无敌穿越,星幻奇迹,科幻小说,380011,131,1279223,2726,10,VIP作品,已经完本,专属作品,2016/4/28 13:33
808,无限位面窃取,飞翔炸鸡腿,科幻小说,604018,110,1784121,1947,9.8,公众作品,已经完本,Ａ级签约,2016/1/1 17:41
809,大胤仙朝,第九天命,仙侠小说,412300,47,2022230,2455,9,公众作品,已经完本,Ａ级签约,2015/7/22 21:02
810,大逆转1906,神圣智狼,历史小说,366143,583,2947540,5802,9.8,公众作品,已经完本,签约作品,2016/6/19 23:24
811,曾是魔王的我,居下,二次元小说,352253,7,677122,2883,9.9,VIP作品,已经完本,专属作品,2016/8/3 22:33
812,无限之飞刀,罗少羽,二次元小说,191468,136,1297452,1276,10,VIP作品,连载中,专属作品,2016/10/20 13:46
813,信仰封神,水之大帝,科幻小说,699408,30,1001065,8710,9,公众作品,已经完本,Ａ级签约,2015/12/6 22:15
814,重生之娱乐鬼才,香港大亨,职场小说,594183,111,1762471,4175,9.6,公众作品,已经完本,Ａ级签约,2016/7/28 12:45
815,间客,猫腻,玄幻小说,19465468,429,3450894,112126,8.3,公众作品,已经完本,Ａ级签约,2011/9/5 16:20
816,幻想穿越之高坂京介,黄庭立道,二次元小说,79016,43,277054,1480,10,VIP作品,新书上传,专属作品,2016/10/19 23:34
817,最终强者,弥煞,都市小说,260320,44,899677,1429,10,公众作品,已经完本,Ａ级签约,2015/8/1 19:47
818,神隐桃源乡,星熊勇仪,科幻小说,137401,2,260919,840,10,公众作品,新书上传,Ａ级签约,2015/8/7 9:01
819,重生日本变成猫,钲鸣,都市小说,327166,18,221925,1745,9.7,公众作品,新书上传,Ａ级签约,2015/3/25 8:13
820,弑天剑仙,乘风御剑,玄幻小说,139983,32,2763491,952,9.8,公众作品,已经完本,签约作品,2016/9/29 12:59
821,我有个末世世界,詹步,科幻小说,577879,202,1455563,1552,9.6,公众作品,已经完本,Ａ级签约,2015/12/8 16:03
822,鲜血神座,神魔巫仙妖鬼人,科幻小说,241720,23,1999809,2258,9.4,公众作品,已经完本,Ａ级签约,2016/1/26 17:38
823,太平血,不开心的橘子,历史小说,340437,76,2472661,2968,9.7,公众作品,已经完本,Ａ级签约,2015/11/17 15:55
824,重生迷梦,薛定谔的猫,职场小说,319125,161,1883593,3143,9.9,公众作品,已经完本,Ａ级签约,2015/10/23 1:08
825,恶灵附身,剑上独觉,科幻小说,319021,163,2485870,3341,10,公众作品,情节展开,Ａ级签约,2016/10/22 19:30
826,第三帝国之鹰,恶鬼福多,历史小说,424743,409,1920064,4146,9.9,公众作品,新书上传,Ａ级签约,2016/10/21 23:44
827,洪荒之多宝天尊,风神乱,仙侠小说,202563,242,1047311,276,10,公众作品,已经完本,签约作品,2015/12/13 17:12
828,命运错位,录音少年,二次元小说,156710,32,427048,1304,9.8,VIP作品,新书上传,专属作品,2016/10/12 23:02
829,言峰士郎异闻录,三角四方圈圈叉,二次元小说,73621,19,282015,1064,10,VIP作品,新书上传,专属作品,2016/9/26 0:15
830,星际大地主,范无救,科幻小说,400145,71,908712,1552,9.6,公众作品,已经完本,Ａ级签约,2015/7/9 22:01
831,我的超时空冒险,雨中青草,科幻小说,117486,11,205993,308,0,VIP作品,新书上传,Ａ级,2015/4/23 12:30
832,海贼王之一剑天堑,风停蜂起,二次元小说,360794,228,1223420,734,10,公众作品,已经完本,签约作品,2015/7/9 19:03
833,我的私人漫威系统,加盐苏打水,科幻小说,381658,195,3032403,1424,4.5,公众作品,新书上传,Ａ级签约,2016/10/23 10:32
834,导演巨星,进退抉择,都市小说,544756,25,2624642,3491,9.4,公众作品,新书上传,Ａ级签约,2016/5/9 0:41
835,隋末阴雄,指云笑天道1,历史小说,2308359,236,5501343,9902,9.8,公众作品,连载中,Ａ级签约,2016/10/23 17:00
836,动漫都市,柠檬猫01,科幻小说,67244,2,205647,1246,10,VIP作品,连载中,专属作品,2016/7/28 0:39
837,神墓,辰东,玄幻小说,52780201,97,3117122,42395,9.2,公众作品,已经完本,Ａ级签约,2013/8/16 16:06
838,从大唐双龙传开始,武不凡,武侠小说,602555,83,955650,1746,9.7,公众作品,已经完本,Ａ级签约,2016/1/27 14:21
839,宠物小精灵之存档超人,不通气的鼻子,二次元小说,540795,334,1803480,8162,9.8,公众作品,连载中,Ａ级签约,2016/10/22 23:00
840,死怖游戏,偷看书的懒猫,科幻小说,412253,29,1795009,2424,9.8,公众作品,已经完本,Ａ级签约,2015/7/30 20:31
841,幻想乡的定制屋,让钞票在飞,二次元小说,107828,122,427897,1490,10,VIP作品,连载中,专属作品,2016/10/22 21:15
842,英雄联盟之我是人机,简单记忆,游戏小说,454823,5,525153,3242,9.3,公众作品,情节展开,Ａ级签约,2015/8/4 19:00
843,巫妖倒爷的两界生活,背着家的蜗牛,玄幻小说,247802,30,331992,646,10,公众作品,已经完本,Ａ级签约,2015/7/9 21:44
844,冒牌风水师,跑盘,都市小说,344772,13,620989,1676,9.6,公众作品,新书上传,Ａ级签约,2015/8/27 12:37
845,韩娱之星光灿烂,疯子发飙,职场小说,354287,170,8882624,3514,9.3,公众作品,新书上传,Ａ级签约,2016/10/23 18:30
846,武导韩娱,心动豆鱼叉,都市小说,158226,32,1415656,1053,9.9,公众作品,已经完本,Ａ级签约,2016/8/16 21:18
847,风起玄黄,大力金刚掌,玄幻小说,72989,10,370588,24525,10,VIP作品,新书上传,Ａ级,2015/7/26 0:01
848,英雄之国,象不语,游戏小说,1298858,128,2030310,4207,9.1,公众作品,已经完本,Ａ级签约,2016/9/1 15:33
849,超品鉴宝,武争,都市小说,515481,48,1617764,2151,10,公众作品,已经完本,Ａ级签约,2016/1/1 12:02
850,异界白龙之主,打肿眼充熊猫,奇幻小说,1004378,403,3142276,4440,9.3,公众作品,情节展开,Ａ级签约,2016/10/22 21:30
851,实习小道长,八黎,灵异小说,257470,866,3049973,4378,10,公众作品,连载中,Ａ级签约,2016/10/23 16:00
852,半仙文明,试剑天涯,科幻小说,689290,103,3936992,5647,9.6,公众作品,已经完本,Ａ级签约,2016/5/31 14:44
853,重生日本当家猫,妹萝,都市小说,31688,14,173346,569,10,VIP作品,新书上传,Ａ级,2016/9/14 23:55
854,韩娱之我是金泰妍,幻想文章,职场小说,95463,9,593149,953,10,VIP作品,精彩纷呈,Ａ级,2016/4/27 18:40
855,位面冒险之旅,清空物理,科幻小说,472399,91,1576143,3034,9.6,公众作品,已经完本,Ａ级签约,2015/7/25 18:58
856,英雄联盟之传奇归来,机器人布里茨,游戏小说,94489,45,3104015,1947,9.7,公众作品,连载中,签约作品,2016/5/10 4:05
857,灭运图录,爱潜水的乌贼,仙侠小说,4284235,675,2869504,13289,9.7,公众作品,已经完本,Ａ级签约,2013/2/19 18:47
858,重生之贼行天下,发飙的蜗牛,游戏小说,24177210,191,2965173,69885,9.5,公众作品,已经完本,Ａ级签约,2011/11/25 9:21
859,伪魔王,新任魔王,二次元小说,747065,52,4371922,2209,10,VIP作品,精彩纷呈,专属作品,2016/9/14 21:47
860,口袋妖怪之赤,千年回廊,二次元小说,201685,77,884328,1337,10,VIP作品,新书上传,专属作品,2016/10/19 0:09
861,文明的征途,凉宫春日未婚夫,科幻小说,175145,22,1119088,1264,8.4,VIP作品,情节展开,授权作品,2016/9/7 10:48
862,恶魔狩猎档案,我捕获了一只小萝莉,科幻小说,34396,6,128303,591,10,VIP作品,新书上传,Ａ级,2015/6/26 0:44
863,仙鼎煅神,飘风虎牙,玄幻小说,1193626,176,2446166,3763,9.6,公众作品,已经完本,Ａ级签约,2016/5/30 17:10
864,娘化百合大作战,灼炎之眼,奇幻小说,133413,4,1357599,3392,0,VIP作品,情节展开,Ａ级,2016/8/14 19:57
865,超级电视,八品仙人球.QD,科幻小说,572012,49,806850,2053,8.8,公众作品,已经完本,Ａ级签约,2015/11/23 20:53
866,轮回眼异世纵横,少年出英雄,玄幻小说,389965,41,1439494,3653,9.9,公众作品,已经完本,Ａ级签约,2015/9/7 12:53
867,异能小农民,楚田,都市小说,902365,201,5140248,4425,9,公众作品,连载中,Ａ级签约,2016/10/23 16:46
868,战国修罗传,御宅烟魔,历史小说,269297,122,1294475,2292,10,公众作品,连载中,Ａ级签约,2016/10/23 0:30
869,血脉皇者,浅悠凉,玄幻小说,259972,10,703506,1882,10,公众作品,已经完本,Ａ级签约,2016/5/12 16:27
870,窃国贼,巨火,历史小说,515554,29,757959,1331,9,公众作品,已经完本,Ａ级签约,2015/7/4 22:50
871,京都文豪,青棘,都市小说,379413,35,534867,1848,10,公众作品,已经完本,Ａ级签约,2016/6/29 20:30
872,无限之另类进化,烈日吹冰,科幻小说,431462,98,1741903,2543,9.1,公众作品,已经完本,Ａ级签约,2015/7/31 12:02
873,恶魔法则,跳舞,玄幻小说,38257138,170,3934192,50654,7.1,公众作品,已经完本,Ａ级签约,2013/3/22 12:01
874,单机狂魔,静谧长夜,游戏小说,346153,27,1395453,2931,9.8,公众作品,已经完本,Ａ级签约,2015/12/3 17:15
875,都市悍贼,南闲,都市小说,353763,12,969160,2666,9.9,公众作品,已经完本,Ａ级签约,2015/5/18 22:13
876,武侠大宗师,赤坚,武侠小说,1287813,270,1907317,5094,7.7,公众作品,已经完本,Ａ级签约,2015/3/31 23:00
877,抗日之超级兵王,乔三郎,军事小说,259858,391,2624615,1644,10,公众作品,已经完本,签约作品,2016/6/5 9:51
878,民国武神,逆流的沙,武侠小说,249402,103,1062459,3149,10,公众作品,连载中,Ａ级签约,2016/10/22 23:41
879,帝级大明星,孓无我,职场小说,717863,1016,4247173,11035,9.7,公众作品,新书上传,Ａ级签约,2016/10/22 22:51
880,大唐楚霸王,特别宅哥,历史小说,657556,36,1878434,3756,8,公众作品,已经完本,Ａ级签约,2016/7/12 20:45
881,恶魔超正义,诶呦喂,游戏小说,222127,46,1253325,2481,9.8,公众作品,已经完本,Ａ级签约,2015/12/25 20:02
882,降临电影世界,四海123456,科幻小说,596128,122,1327631,3034,9.5,公众作品,新书上传,Ａ级签约,2016/2/29 9:57
883,漫步在武侠世界,四咸,科幻小说,1576190,218,2896687,15145,9.2,公众作品,接近尾声,Ａ级签约,2016/9/21 21:58
884,功德之主,荒古天帝,都市小说,539732,25,1828847,3506,8.7,公众作品,已经完本,Ａ级签约,2016/5/29 20:49
885,穿越电影位面,寂寞大师,都市小说,714471,280,1382540,6003,9.3,公众作品,新书上传,Ａ级签约,2016/10/21 20:14
886,史前最后一只恐龙,最无终,科幻小说,333543,15,575431,1294,10,公众作品,新书上传,Ａ级签约,2016/6/2 3:12
887,绝代霸主,岳龙鹏,玄幻小说,1716331,25,2753587,2537,9.8,公众作品,已经完本,Ａ级签约,2015/4/22 15:35
888,阴阳师异界游,耗子欺负猫,玄幻小说,1316305,71,3006831,5325,9.6,公众作品,已经完本,Ａ级签约,2015/4/18 21:24
889,巫术师,辛老五,玄幻小说,1925171,102,4385372,11928,9.2,公众作品,已经完本,Ａ级签约,2016/1/4 21:06
890,斩赤红天堂,强袭乌鸦,二次元小说,60348,9,518581,625,10,VIP作品,情节展开,专属作品,2016/4/9 0:35
891,真武荡魔传,土疙瘩的爱情,仙侠小说,593220,107,5573544,12476,9.7,公众作品,已经完本,Ａ级签约,2016/8/1 12:18
892,超级购物,执政官阁下,都市小说,290154,15,415005,672,5.2,公众作品,新书上传,Ａ级签约,2015/5/23 22:37
893,银幕时代,钟离江河,都市小说,467383,174,1027132,2186,9.6,公众作品,已经完本,Ａ级签约,2016/5/25 13:09
894,最强敛财专家,暗黑茄子,都市小说,350576,59,604941,775,7.1,公众作品,已经完本,Ａ级签约,2015/6/16 8:01
895,天之轨迹,随心随性随喜,科幻小说,77680,26,1577452,1660,9.3,公众作品,已经完本,Ａ级签约,2016/7/22 0:18
896,异次元大冒险,月色下的黄昏,科幻小说,93567,17,457792,1232,10,公众作品,情节展开,Ａ级签约,2015/4/30 15:25
897,星二代的逆袭,闭眼的波斯猫,职场小说,145707,22,717060,877,0,公众作品,情节展开,Ａ级签约,2016/3/14 23:28
898,魔兽世界之吉尔尼斯王子,交收,游戏小说,449947,69,2405823,3830,8.8,公众作品,新书上传,Ａ级签约,2016/10/22 11:47
899,神话大宋,雷盾,仙侠小说,445974,172,870626,1128,10,公众作品,新书上传,Ａ级签约,2016/10/23 0:43
900,重生之龙骑领主,蜜汁扣肉,游戏小说,293371,29,889645,1451,9.6,公众作品,已经完本,Ａ级签约,2015/4/16 23:50
901,大片时代,老驴东来,都市小说,1126246,53,1615842,8771,9.5,公众作品,情节展开,Ａ级签约,2015/9/15 22:50
902,穿越之我是耿精忠,物理教尸,历史小说,229944,5,2087226,1475,10,公众作品,新书上传,Ａ级签约,2015/9/12 0:00
903,大唐刺客,勿折柳,历史小说,167260,13,603766,610,0,公众作品,新书上传,Ａ级签约,2016/10/9 23:26
904,拿无限当单机,不带电,科幻小说,1802757,105,5048916,3974,9.4,公众作品,已经完本,Ａ级签约,2015/11/10 7:42
905,杀戮沸腾,纯洁滴小龙,科幻小说,324257,21,1238708,1965,9.4,公众作品,已经完本,Ａ级签约,2015/6/23 18:45
906,大穿越时代,老老王,科幻小说,212190,672,3675968,3488,9.8,公众作品,连载中,签约作品,2016/10/22 23:16
907,异世傲天,傲月长空,玄幻小说,4040203,235,9991249,8248,9.1,公众作品,情节展开,Ａ级签约,2016/10/22 22:50
908,超级修炼系统,包租东,玄幻小说,752612,178,4943956,6466,8.3,公众作品,精彩纷呈,Ａ级签约,2016/10/22 23:56
909,斩邪,南朝陈,仙侠小说,358522,45,793713,4269,9.7,公众作品,新书上传,Ａ级签约,2016/9/23 23:53
910,霹雳之剑武风云,缘远留尝,二次元小说,66283,8,204281,447,10,VIP作品,新书上传,专属作品,2016/8/1 17:21
911,星星花园,翼翼爱你,奇幻小说,16203,0,447695,524,10,VIP作品,新书上传,专属作品,2016/1/21 17:49
912,漫威世界里的超人,纯洁的猪头,科幻小说,1417219,50,947420,7709,9.1,公众作品,新书上传,Ａ级签约,2015/12/9 21:41
913,人道至尊,宅猪,玄幻小说,1432398,1852,3914847,81299,9.9,公众作品,新书上传,Ａ级签约,2016/10/23 12:09
914,幻想乡的六尾小狐,追寞矣,二次元小说,349572,16,280947,2263,9.9,VIP作品,已经完本,专属作品,2015/8/24 21:43
915,苍穹九变,风起闲云,仙侠小说,230363,194,5728304,1706,9.7,公众作品,连载中,签约作品,2016/10/23 12:00
916,网游之三国超级领主,三心二缺,游戏小说,863734,335,2929365,4248,9.5,公众作品,新书上传,Ａ级签约,2016/10/22 21:05
917,极道阴阳师,MY诺恩斯,灵异小说,273680,45,2494070,1565,8.9,公众作品,已经完本,Ａ级签约,2015/5/31 7:01
918,埃提亚,上帝不在天堂,游戏小说,3334618,67,8576507,7787,9.5,公众作品,已经完本,Ａ级签约,2015/7/1 0:08
919,武侠鬼道士,人氐言周,游戏小说,498267,47,1130234,1094,9.6,公众作品,已经完本,Ａ级签约,2015/10/23 7:15
920,重生于康熙末年,雁九,历史小说,12349529,262,5720619,51011,8.2,公众作品,已经完本,Ａ级签约,2012/6/27 14:31
921,人偶师的疯狂之旅,亿万的星辰,二次元小说,172988,17,309964,629,10,VIP作品,新书上传,专属作品,2015/11/8 17:03
922,武装风暴,骷髅精灵,玄幻小说,19676291,78,2032517,39773,9.3,公众作品,连载中,Ａ级签约,2016/8/2 17:05
923,龙骑战机,华表,科幻小说,5145177,197,3991977,50517,9.7,公众作品,已经完本,Ａ级签约,2013/12/3 12:10
924,无限的使徒们,苍之血泪,科幻小说,204198,88,2429645,3840,10,公众作品,精彩纷呈,Ａ级签约,2016/10/22 19:30
925,恶魔术士本纪,尸骨寒,都市小说,80516,15,1007369,2543,6,公众作品,新书上传,Ａ级签约,2015/9/23 20:00
926,我的老爸超有钱,华骨寒,都市小说,312093,7,501459,821,8.4,公众作品,新书上传,Ａ级签约,2015/5/28 16:35
927,娱乐帝国系统,宝哥,职场小说,695712,352,4817982,4651,9.5,公众作品,新书上传,Ａ级签约,2016/10/23 10:11
928,三国之兵临天下,高月,历史小说,173845,111,3696444,467,9.5,公众作品,已经完本,签约作品,2014/12/24 8:00
929,唐骑,阿菩,历史小说,4742656,53,3539884,20040,9.5,公众作品,已经完本,Ａ级签约,2014/12/30 11:34
930,画风微妙的怪物猎人,joker陌,游戏小说,274462,14,486467,696,10,公众作品,已经完本,Ａ级签约,2015/12/18 12:28
931,电影世界神级龙套,真言之道,科幻小说,530141,63,1076842,1481,10,公众作品,已经完本,Ａ级签约,2015/8/30 11:33
932,韩娱之骗子,脑子有点飘,职场小说,156967,11,877830,1304,10,VIP作品,新书上传,专属作品,2016/7/11 6:42
933,神奇宝贝叫做阿龙的训练家,神之阿龙,二次元小说,5827768,109,4632063,7770,9,VIP作品,情节展开,专属作品,2016/10/16 17:27
934,斩赤红之瞳同人,强袭乌鸦,二次元小说,172706,9,697027,1239,10,VIP作品,已经完本,专属作品,2016/4/27 23:27
935,韩娱之皇冠时代,逅情部长,都市小说,105761,7,971368,1981,9.9,公众作品,已经完本,Ａ级签约,2015/9/24 12:02
936,某死骑的位面监察员,天国的节操君,科幻小说,201000,36,1379964,2364,10,公众作品,新书上传,潜力签约,2016/5/15 23:59
937,二次元公寓,永远的乔帮主,都市小说,237519,0,759019,1203,10,公众作品,已经完本,Ａ级签约,2015/4/8 9:26
938,重生之我是歌王,东风西畔,职场小说,253381,263,1348567,1758,10,公众作品,连载中,Ａ级签约,2016/10/22 22:58
939,绝顶唐门,果味喵,游戏小说,1714822,166,4321009,18403,9.8,公众作品,已经完本,Ａ级签约,2014/12/31 22:09
940,烈明,睿士,历史小说,277741,82,1558712,2452,10,公众作品,已经完本,Ａ级签约,2015/12/11 17:01
941,万岁约阿希姆,天空之承,历史小说,119780,182,3052302,935,9.4,公众作品,连载中,签约作品,2016/10/23 12:00
942,武侠仙侠穿越系统,六虚剑魂,游戏小说,462591,34,914347,2262,0,VIP作品,已经完本,专属作品,2015/10/27 22:06
943,重生之娱乐天王,有点心乱,职场小说,290581,266,4040666,3388,9.7,公众作品,连载中,签约作品,2016/10/19 23:13
944,三国之异世锋芒,流年居客,玄幻小说,248971,5,436511,1259,8.8,公众作品,新书上传,Ａ级签约,2015/7/19 23:36
945,重生科技狂人,杰奏,都市小说,338635,342,3018084,6590,9.6,公众作品,精彩纷呈,Ａ级签约,2016/10/22 23:56
946,韩娱的天空,蓝s天空,职场小说,95793,7,623439,745,10,公众作品,新书上传,Ａ级签约,2015/7/3 23:42
947,吉翁军特殊武装部队之回归,蓝色目光,二次元小说,657663,47,621484,2342,9.5,VIP作品,新书上传,专属作品,2015/12/25 23:33
948,追毒,唐小豪,灵异小说,309831,13,3612608,3170,9.8,公众作品,已经完本,Ａ级签约,2015/3/10 18:19
949,九零后的无限,五道六桥,科幻小说,154333,37,912913,2597,0,VIP作品,情节展开,专属作品,2015/10/9 22:10
950,穿越1640,铅山汤粉小小人,历史小说,129124,13,1406248,1409,10,公众作品,已经完本,Ａ级签约,2016/3/31 18:57
951,东方好莱坞,一品黄山,职场小说,78696,34,2288868,291,9.2,公众作品,连载中,签约作品,2016/1/25 16:01
952,火影无限之恨,我正减肥中,二次元小说,284332,48,1364825,1862,10,VIP作品,新书上传,专属作品,2016/6/19 13:15
953,某科学的超皮卡丘,子羊先生,二次元小说,66861,12,146468,759,0,VIP作品,暂　停,专属作品,2015/11/7 23:50
954,我的第三帝国,龙灵骑士,军事小说,645684,472,3810265,20746,9.9,公众作品,已经完本,签约作品,2016/6/16 13:32
955,极品相师,萧瑟良,仙侠小说,188132,86,3861109,890,9.4,公众作品,已经完本,签约作品,2016/6/12 8:30
956,仙城奶爸,盘古混沌,仙侠小说,181840,22,3831092,6661,9.9,公众作品,已经完本,Ａ级签约,2016/6/12 21:17
957,海贼王之草帽铸造师,崔耿子,二次元小说,817511,12,1118029,1182,10,VIP作品,情节展开,专属作品,2015/12/14 9:56
958,寻宝大师,旷海忘湖,都市小说,351666,45,897845,1590,9.2,公众作品,已经完本,Ａ级签约,2016/3/25 8:00
959,扛匠,流云飞渡,灵异小说,156618,8,850312,1184,10,公众作品,已经完本,Ａ级签约,2015/8/22 15:01
960,洪荒长生问道,虚月01,仙侠小说,300243,55,801957,1138,9.3,公众作品,已经完本,Ａ级签约,2015/9/30 21:10
961,重生之信息帝国,赫墨,都市小说,101472,63,957734,700,0,公众作品,已经完本,Ａ级签约,2015/8/19 7:36
962,从诛仙世界开始,落宝金钱邂逅聚宝盆,仙侠小说,496390,45,980280,1185,9.3,VIP作品,新书上传,Ａ级,2015/8/18 0:33
963,自定义小兵在都市,当历史换了殿堂,都市小说,227835,28,1068065,1170,10,公众作品,已经完本,Ａ级签约,2015/5/31 19:14
964,我是前锋,想写不想说,体育小说,101419,34,2427748,234,8,公众作品,连载中,签约作品,2016/3/30 8:00
